ID,Subtype,GPSC,ST,Country,Affiliation,Latitude,Longitude
ERR505953,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR505959,19A-I,17,6258,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR505972,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR505977,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR505993,19A,1,320,USA,Gladstone,40,-100
ERR505994,19A,1,320,USA,Gladstone,40,-100
ERR506019,19A,1,320,USA,Gladstone,40,-100
ERR506022,19A,1,320,USA,Gladstone,40,-100
ERR506023,19A,4,199,USA,Gladstone,40,-100
ERR506024,19A,1,320,USA,Gladstone,40,-100
ERR506028,19A,1,320,USA,Gladstone,40,-100
ERR506035,19A,1,320,USA,Gladstone,40,-100
ERR506039,19A,1,320,USA,Gladstone,40,-100
ERR506048,19A,1,320,USA,Gladstone,40,-100
ERR568443,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568450,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568453,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568461,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568466,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568514,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568518,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568540,19A-II,17,10690,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568553,19A-I,17,10693,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568560,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568578,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568638,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568643,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568646,19A-I,21,6095,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568652,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568658,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568666,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568670,19A-I,90,10703,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568672,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568678,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568700,19A-I,5,172,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568709,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568720,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568726,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR568762,19A,1,7915,USA,Gladstone,40,-100
ERR570421,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR570422,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR570424,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR570444,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR570459,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR577981,19A-II,10,276,PERU,Gladstone,-12,-76.8333
ERR586316,19A,1,320,USA,Gladstone,40,-100
ERR586317,19A,1,320,USA,Gladstone,40,-100
ERR586359,19A-II,10,276,PERU,Gladstone,-12,-76.8333
ERR586382,19A,252,5460,PERU,Gladstone,-12,-76.8333
ERR586396,19A,27,695,USA,Gladstone,40,-100
ERR586414,19A,1,320,USA,Gladstone,40,-100
ERR586415,19A,1,320,USA,Gladstone,40,-100
ERR586417,19A,97,10159,USA,Gladstone,40,-100
ERR586420,19A,1,12709,USA,Gladstone,40,-100
ERR586423,19A,6,156,USA,Gladstone,40,-100
ERR586425,19A,4,199,USA,Gladstone,40,-100
ERR586428,19A,10,230,USA,Gladstone,40,-100
ERR586440,19A,97,2270,USA,Gladstone,40,-100
ERR586444,19A,1,1451,USA,Gladstone,40,-100
ERR586445,19A,1,320,USA,Gladstone,40,-100
ERR586447,19A,97,1339,USA,Gladstone,40,-100
ERR586448,19A,1,320,USA,Gladstone,40,-100
ERR586454,19A,4,199,USA,Gladstone,40,-100
ERR586455,19A,24,639,USA,Gladstone,40,-100
ERR586459,19A,97,10178,USA,Gladstone,40,-100
ERR586469,19A,4,199,USA,Gladstone,40,-100
ERR586471,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR596386,19A,1,320,USA,Gladstone,40,-100
ERR596409,19A-I,146,10722,USA,Gladstone,40,-100
ERR596414,19A,4,199,USA,Gladstone,40,-100
ERR596418,19A,1,1451,USA,Gladstone,40,-100
ERR596420,19A,4,199,USA,Gladstone,40,-100
ERR596422,19A,27,695,USA,Gladstone,40,-100
ERR600080,19A,4,8290,USA,Gladstone,40,-100
ERR600106,19A,1,320,USA,Gladstone,40,-100
ERR600108,19A,4,199,USA,Gladstone,40,-100
ERR600133,19A,4,667,USA,Gladstone,40,-100
ERR600151,19A,4,2344,USA,Gladstone,40,-100
ERR600156,19A,1,320,USA,Gladstone,40,-100
ERR600159,19A,1,320,USA,Gladstone,40,-100
ERR600163,19A,4,2269,USA,Gladstone,40,-100
ERR600168,19A,4,199,USA,Gladstone,40,-100
ERR600172,19A,4,1673,USA,Gladstone,40,-100
ERR600185,19A,27,695,USA,Gladstone,40,-100
ERR600192,19A-I,10,230,USA,Gladstone,40,-100
ERR600196,19A,1,320,USA,Gladstone,40,-100
ERR600197,19A,1,1451,USA,Gladstone,40,-100
ERR600200,19A,1,320,USA,Gladstone,40,-100
ERR600215,19A,1,1451,USA,Gladstone,40,-100
ERR600222,19A,1,10223,USA,Gladstone,40,-100
ERR600224,19A,27,695,USA,Gladstone,40,-100
ERR600237,19A,1,320,USA,Gladstone,40,-100
ERR600238,19A,27,695,USA,Gladstone,40,-100
ERR600254,19A,27,695,USA,Gladstone,40,-100
ERR600257,19A,27,695,USA,Gladstone,40,-100
ERR600268,19A,4,199,USA,Gladstone,40,-100
ERR600274,19A-I,99,1848,USA,Gladstone,40,-100
ERR600282,19A,1,320,USA,Gladstone,40,-100
ERR600305,19A,9,63,USA,Gladstone,40,-100
ERR600306,19A,4,199,USA,Gladstone,40,-100
ERR600308,19A,1,320,USA,Gladstone,40,-100
ERR600317,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600327,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600351,19A-I,5,172,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600374,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600430,19A-I,17,7903,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600445,19A-I,17,11677,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600468,19A-I,5,172,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600511,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600542,19A-I,17,10741,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600554,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600579,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600599,19A-I,17,6255,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600603,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR600618,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632880,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632891,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632902,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632912,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632922,19A-I,5,172,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632930,19A-I,10,5033,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632932,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632933,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632947,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632958,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632960,19A-II,4,199,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632968,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR632980,19A-I,5,10744,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633019,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633021,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633024,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633032,19A-I,17,7895,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633034,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633045,19A-I,5,172,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633053,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633082,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633085,19A-I,17,10756,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633100,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633106,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633116,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR633117,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646543,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646549,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646551,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646565,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646568,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646581,19A-II,14,8741,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646605,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646613,19A-I,5,2218,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR646615,19A-I,17,4872,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR662361,19A,1,320,USA,Gladstone,40,-100
ERR662363,19A,1,1451,USA,Gladstone,40,-100
ERR662372,19A,4,199,USA,Gladstone,40,-100
ERR662391,19A,5,338,USA,Gladstone,40,-100
ERR662400,19A,4,199,USA,Gladstone,40,-100
ERR662413,19A,4,199,USA,Gladstone,40,-100
ERR662421,19A,1,1451,USA,Gladstone,40,-100
ERR662422,19A,1,320,USA,Gladstone,40,-100
ERR662426,19A,27,12714,USA,Gladstone,40,-100
ERR662446,19A,1,320,USA,Gladstone,40,-100
ERR662450,19A,4,199,USA,Gladstone,40,-100
ERR662460,19A,27,695,USA,Gladstone,40,-100
ERR701797,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR701816,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR701820,19A-I,17,7903,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR701859,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR708300,19A-I,5,172,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714351,19A,94,2174,THE_GAMBIA,Gladstone,13.20593907,-16.19350467
ERR714406,19A,112,4033,THE_GAMBIA,Gladstone,13.20593907,-16.19350467
ERR714437,19A,437,2167,THE_GAMBIA,Gladstone,13.20593907,-16.19350467
ERR714449,19A-I,17,6266,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714479,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714483,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714558,19A-I,17,10790,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714586,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714600,19A-I,17,6258,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714609,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714638,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714646,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714650,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714672,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714689,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714699,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714703,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR714722,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730546,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730550,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730563,19A-I,17,6268,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730574,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730581,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730606,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730614,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730619,19A-I,4,416,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730621,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730626,19A-I,17,12564,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730628,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730629,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730637,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730645,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730660,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730661,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730672,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730675,19A-I,17,6266,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730681,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730682,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730683,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730685,19A-I,33,4088,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730690,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730694,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730704,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730721,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730726,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730814,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730816,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730817,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730853,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730871,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730887,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730892,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730927,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR730941,19A-I,17,7895,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR736926,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR736927,19A-I,17,11677,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR736936,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR736941,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR742335,19A,1,320,USA,Gladstone,40,-100
ERR742353,19A,4,199,USA,Gladstone,40,-100
ERR742369,19A,4,667,USA,Gladstone,40,-100
ERR742371,19A,97,1339,USA,Gladstone,40,-100
ERR742373,19A,1,320,USA,Gladstone,40,-100
ERR742374,19A,4,1756,USA,Gladstone,40,-100
ERR742375,19A,4,199,USA,Gladstone,40,-100
ERR742377,19A,1,1451,USA,Gladstone,40,-100
ERR742380,19A,4,668,USA,Gladstone,40,-100
ERR742387,19A,1,320,USA,Gladstone,40,-100
ERR742388,19A,27,2365,USA,Gladstone,40,-100
ERR742389,19A-II,16,2346,USA,Gladstone,40,-100
ERR742391,19A,27,695,USA,Gladstone,40,-100
ERR742392,19A,1,320,USA,Gladstone,40,-100
ERR742395,19A,4,199,USA,Gladstone,40,-100
ERR742396,19A,1,12728,USA,Gladstone,40,-100
ERR742401,19A,4,419,USA,Gladstone,40,-100
ERR742406,19A,1,320,USA,Gladstone,40,-100
ERR742407,19A,1,320,USA,Gladstone,40,-100
ERR742409,19A,1,320,USA,Gladstone,40,-100
ERR742411,19A,1,320,USA,Gladstone,40,-100
ERR742413,19A-II,16,2346,USA,Gladstone,40,-100
ERR742424,19A,4,199,USA,Gladstone,40,-100
ERR742427,19A,4,667,USA,Gladstone,40,-100
ERR742445,19A,4,199,USA,Gladstone,40,-100
ERR742447,19A,1,320,USA,Gladstone,40,-100
ERR742451,19A,1,320,USA,Gladstone,40,-100
ERR742452,19A,4,199,USA,Gladstone,40,-100
ERR742465,19A,27,695,USA,Gladstone,40,-100
ERR742466,19A,324,292,USA,Gladstone,40,-100
ERR742471,19A,1,10829,USA,Gladstone,40,-100
ERR742486,19A,4,199,USA,Gladstone,40,-100
ERR742488,19A,1,320,USA,Gladstone,40,-100
ERR742489,19A,4,199,USA,Gladstone,40,-100
ERR742490,19A,27,695,USA,Gladstone,40,-100
ERR742498,19A,1,320,USA,Gladstone,40,-100
ERR742500,19A,4,667,USA,Gladstone,40,-100
ERR742503,19A,27,695,USA,Gladstone,40,-100
ERR742504,19A,4,667,USA,Gladstone,40,-100
ERR742508,19A,1,320,USA,Gladstone,40,-100
ERR742510,19A,1,320,USA,Gladstone,40,-100
ERR742511,19A,1,320,USA,Gladstone,40,-100
ERR742514,19A,27,695,USA,Gladstone,40,-100
ERR742539,19A,4,1756,USA,Gladstone,40,-100
ERR742545,19A,1,320,USA,Gladstone,40,-100
ERR742569,19A,4,199,USA,Gladstone,40,-100
ERR742572,19A,1,320,USA,Gladstone,40,-100
ERR742574,19A,4,667,USA,Gladstone,40,-100
ERR742585,19A,4,199,USA,Gladstone,40,-100
ERR742587,19A,4,667,USA,Gladstone,40,-100
ERR742598,19A,6,156,USA,Gladstone,40,-100
ERR742605,19A,4,667,USA,Gladstone,40,-100
ERR742607,19A,97,2268,USA,Gladstone,40,-100
ERR742609,19A,6,156,USA,Gladstone,40,-100
ERR742610,19A,4,2344,USA,Gladstone,40,-100
ERR742615,19A,1,320,USA,Gladstone,40,-100
ERR742616,19A,1,320,USA,Gladstone,40,-100
ERR742617,19A,4,667,USA,Gladstone,40,-100
ERR742618,19A,6,10834,USA,Gladstone,40,-100
ERR742620,19A,451,1374,USA,Gladstone,40,-100
ERR742622,19A,27,695,USA,Gladstone,40,-100
ERR742624,19A,97,2268,USA,Gladstone,40,-100
ERR742626,19A,1,320,USA,Gladstone,40,-100
ERR742628,19A,1,320,USA,Gladstone,40,-100
ERR742629,19A,4,199,USA,Gladstone,40,-100
ERR742630,19A,4,2540,USA,Gladstone,40,-100
ERR742638,19A,27,695,USA,Gladstone,40,-100
ERR742644,19A,27,695,USA,Gladstone,40,-100
ERR742660,19A-I,11,2927,USA,Gladstone,40,-100
ERR750866,19A,53,847,INDIA,Gladstone,20,77
ERR750973,19A-I,17,2062,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR750984,19A-I,17,4873,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR751001,19A-I,17,7072,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR751009,19A-I,17,4873,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR751078,19A-I,17,4873,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR751103,19A-I,17,7057,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR751124,19A-I,17,2062,MOZAMBIQUE,Gladstone,-18.08746649,34.75019739
ERR751168,19A,1,320,TRINIDAD_AND_TOBAGO,Gladstone,10.536421,-61.311951
ERR751169,19A,1,320,TRINIDAD_AND_TOBAGO,Gladstone,10.536421,-61.311951
ERR773823,19A-I,17,6262,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773847,19A-I,17,10843,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773861,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773869,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773883,19A-I,14,8299,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773898,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773899,19A-I,17,6266,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773904,19A-I,17,6262,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773909,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773927,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773932,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773964,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773969,19A-I,5,9913,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773977,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773995,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR773998,19A-I,5,9913,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774044,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774051,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774055,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774083,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774102,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774135,19A-II,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774158,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774179,19A-I,17,4872,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774195,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774248,19A-I,17,6258,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774300,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774303,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774305,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774319,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774343,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774344,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774347,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774358,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774375,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774477,19A-I,17,10870,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774497,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774501,19A-I,1,12586,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774502,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774509,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774519,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774522,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774528,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774534,19A-I,17,6121,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774548,19A-I,17,2062,SOUTH_AFRICA,Gladstone,-33.918861,18.4233
ERR774610,19A,53,847,MALAWI,Gladstone,-13.5,34
ERR774621,19A,53,847,MALAWI,Gladstone,-13.5,34
ERR774624,19A,53,847,MALAWI,Gladstone,-13.5,34
ERR845743,19A,4,667,USA,Gladstone,40,-100
ERR845746,19A,4,199,USA,Gladstone,40,-100
ERR845750,19A,1,320,USA,Gladstone,40,-100
ERR845752,19A,4,199,USA,Gladstone,40,-100
ERR862386,19A,53,5262,MALAWI,Gladstone,-13.5,34
ERR862397,19A,53,5262,MALAWI,Gladstone,-13.5,34
ERR862409,19A,53,847,MALAWI,Gladstone,-13.5,34
ERR862442,19A,53,5262,MALAWI,Gladstone,-13.5,34
ERR869835,19A,53,847,MALAWI,Gladstone,-13.5,34
ERR869854,19A,53,847,MALAWI,Gladstone,-13.5,34
ERR876505,19A,4,199,USA,Gladstone,40,-100
ERR876508,19A,4,1936,USA,Gladstone,40,-100
ERR876555,19A-I,370,11782,SLOVENIA,Gladstone,45.5374239,14.121336
ERR876572,19A,1,320,SLOVENIA,Gladstone,45.5374239,14.121336
ERR876591,19A,1,320,SLOVENIA,Gladstone,45.5374239,14.121336
ERR876623,19A-I,370,11782,SLOVENIA,Gladstone,45.5374239,14.121336
ERR876634,19A-II,10,3772,SLOVENIA,Gladstone,45.5374239,14.121336
ERR876651,19A,4,199,TRINIDAD_AND_TOBAGO,Gladstone,10.536421,-61.311951
ERR876659,19A,27,695,TRINIDAD_AND_TOBAGO,Gladstone,10.536421,-61.311951
ERR876683,19A,1,320,TRINIDAD_AND_TOBAGO,Gladstone,10.536421,-61.311951
ERR876691,19A,27,695,TRINIDAD_AND_TOBAGO,Gladstone,10.536421,-61.311951
